"H40-CHRC-2","H40-CHRC-2A~Y","CASEID","SAMPLE_RACE","SAMPLE_SEX","C1DOB~Y","OCCALL-EMP.01","OCCALL-EMP.02","OCCALL-EMP.03","OCCALL-EMP.04","OCCALL-EMP.05","Q11-GENHLTH_6A","Q11-GENHLTH_7F_1","Q11-GENHLTH_7F_2","FAMSIZE","TNFI_TRUNC","AGEATINT","SMSARES","NUMCH08","OCCALL-EMP.01","OCCALL-EMP.02","OCCALL-EMP.03","OCCALL-EMP.04","OCCALL-EMP.05","Q11-GENHLTH_6A","Q11-GENHLTH_7F_1","Q11-GENHLTH_7F_2","FAMSIZE","TNFI_TRUNC","AGEATINT","SMSARES","NUMCH10","OCCALL-EMP.01","OCCALL-EMP.02","OCCALL-EMP.03","OCCALL-EMP.04","OCCALL-EMP.05","Q11-GENHLTH_6A","Q11-GENHLTH_7F_1","Q11-GENHLTH_7F_2","FAMSIZE","TNFI_TRUNC","AGEATINT","SMSARES","NUMCH12","OCCALL-EMP.01","OCCALL-EMP.02","OCCALL-EMP.03","OCCALL-EMP.04","OCCALL-EMP.05","Q11-GENHLTH_6A","Q11-GENHLTH_7F_1","Q11-GENHLTH_7F_2","FAMSIZE","TNFI_TRUNC","AGEATINT","SMSARES","NUMCH14","OCCALL-EMP.01","OCCALL-EMP.02","OCCALL-EMP.03","OCCALL-EMP.04","OCCALL-EMP.05","Q11-GENHLTH_6A","Q11-GENHLTH_7F_1","Q11-GENHLTH_7F_2","FAMSIZE","TNFI_TRUNC","AGEATINT","SMSARES","NUMCH16","OCCALL-EMP.01","OCCALL-EMP.02","OCCALL-EMP.03","OCCALL-EMP.04","OCCALL-EMP.05","Q11-GENHLTH_6A","Q11-GENHLTH_7F_1","Q11-GENHLTH_7F_2","FAMSIZE","TNFI_TRUNC","AGEATINT","SMSARES","NUMCH20","OCCALL-EMP.01","OCCALL-EMP.02","OCCALL-EMP.03","OCCALL-EMP.04","OCCALL-EMP.05","Q11-GENHLTH_6A","Q11-GENHLTH_7F_1","Q11-GENHLTH_7F_2","FAMSIZE","TNFI_TRUNC","AGEATINT","SMSARES","NUMCH22"
0,-4,4432,3,1,-4,4950,-4,-4,-4,-4,3,7,2,1,-2,49,1,0,4950,4610,-4,-4,-4,1,3,1,3,23268,51,1,0,7200,4950,-4,-4,-4,1,4,2,3,20800,54,3,0,7200,-4,-4,-4,-4,4,10,2,1,20480,56,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9130,-4,-4,-4,-4,-4,-4,-4,2,37000,62,2,1,-4,-4,-4,-4,-4,1,1,1,2,2000,64,2,1
0,-4,4433,1,1,1982,6260,-4,-4,-4,-4,3,0,2,7,9600,47,2,0,6440,-4,-4,-4,-4,3,4,2,7,0,49,2,0,6420,6440,-4,-4,-4,3,14,2,8,-2,52,2,0,6420,-4,-4,-4,-4,3,5,2,8,-2,54,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,4434,3,2,1975,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4435,3,1,-4,-4,-4,-4,-4,-4,3,3,1,1,144,46,4,0,-4,-4,-4,-4,-4,3,0,2,1,120,48,4,0,-4,-4,-4,-4,-4,3,2,2,1,72,50,3,0,-4,-4,-4,-4,-4,3,0,1,1,156,52,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,4,-4,-4,1,-3,59,4,0,-4,-4,-4,-4,-4,4,0,2,1,0,60,4,0
0,-4,4436,3,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,2,1,2,1,0,49,2,0,-4,-4,-4,-4,-4,2,1,2,1,10320,51,2,0,-4,-4,-4,-4,-4,2,2,2,1,10500,53,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4437,3,2,1993,2310,4920,-4,-4,-4,1,2,2,3,43000,43,2,2,2310,-4,-4,-4,-4,4,0,2,3,36000,45,2,2,4540,2310,-4,-4,-4,1,0,2,3,51100,48,2,2,4540,2310,-4,-4,-4,1,0,2,3,37000,50,2,2,4540,2310,-4,-4,-4,4,0,2,3,30000,52,2,2,4540,4540,-4,-4,-4,-4,0,2,3,50000,56,2,2,4540,4540,-4,-4,-4,1,0,2,3,40000,58,2,2
0,-4,4438,3,2,1987,50,430,-4,-4,-4,1,0,2,4,135000,44,2,2,5240,720,50,-4,-4,1,0,2,3,135120,46,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,100,-4,-4,-4,-4,1,0,2,1,50000,54,2,0,3730,-4,-4,-4,-4,-4,-4,-4,1,125000,57,2,0,1100,-4,-4,-4,-4,1,0,2,1,80000,59,2,0
0,-4,4439,3,2,1988,4010,-4,-4,-4,-4,1,0,2,4,53797,49,2,2,4010,-4,-4,-4,-4,1,0,2,4,19000,51,2,2,4550,4010,-4,-4,-4,1,0,2,4,97000,54,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4550,-4,-4,-4,-4,1,0,2,1,52000,59,2,0,4550,4550,-4,-4,-4,-4,-4,-4,2,51380,63,2,1,4550,4550,-4,-4,-4,1,0,2,2,196690,65,2,1
-4,-4,4440,3,2,1993,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4441,3,2,1987,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,4442,3,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4443,3,1,1982,4700,-4,-4,-4,-4,1,14,2,2,-2,48,2,0,4700,-4,-4,-4,-4,1,1,1,2,65000,50,2,0,4700,-4,-4,-4,-4,1,4,2,2,50450,52,2,0,4700,-4,-4,-4,-4,3,0,2,2,52960,54,2,0,5620,-4,-4,-4,-4,2,0,2,2,38400,56,2,0,5620,-4,-4,-4,-4,-4,-4,-4,1,53000,60,2,0,4700,-4,-4,-4,-4,3,0,2,1,43000,62,2,0
-4,-4,4444,3,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4445,3,2,1986,2300,4600,410,410,-4,4,0,1,2,45556,45,2,1,4600,-4,-4,-4,-4,3,0,2,2,17028,47,2,1,4010,4600,-4,-4,-4,1,0,2,3,3324,50,3,1,-4,-4,-4,-4,-4,4,0,1,2,13658,52,3,0,4610,-4,-4,-4,-4,3,0,2,2,66100,54,3,0,5310,-4,-4,-4,-4,1,0,1,1,12960,58,2,0,-4,-4,-4,-4,-4,1,0,2,1,26532,60,3,0
-4,-4,4446,3,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4447,3,2,1984,5220,-4,-4,-4,-4,1,3,2,7,75000,45,2,3,5220,-4,-4,-4,-4,4,7,2,3,81490,47,2,1,5220,-4,-4,-4,-4,1,0,2,2,77400,50,2,0,5220,-4,-4,-4,-4,1,0,2,3,105435,52,2,1,5220,-4,-4,-4,-4,4,1,2,2,116300,54,2,0,540,-4,-4,-4,-4,-4,0,1,1,110855,58,2,0,540,-4,-4,-4,-4,4,1,2,1,89000,60,2,0
0,-4,4448,3,1,1993,430,-4,-4,-4,-4,1,2,2,1,125000,44,3,0,430,-4,-4,-4,-4,3,1,2,1,120000,45,2,0,50,-4,-4,-4,-4,3,0,2,1,98000,48,2,0,4840,-4,-4,-4,-4,4,0,2,1,194995,50,3,0,140,710,-4,-4,-4,1,0,1,1,150000,52,3,0,-4,-4,-4,-4,-4,-4,-4,-4,2,130000,56,3,0,50,4710,-4,-4,-4,4,0,2,2,230000,58,3,0
-4,-4,4449,1,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4450,3,2,1975,230,-4,-4,-4,-4,1,0,2,3,79500,50,2,1,230,-4,-4,-4,-4,1,2,2,2,99157,52,2,0,230,-4,-4,-4,-4,1,0,2,2,112000,55,2,0,230,-4,-4,-4,-4,1,0,2,2,108000,57,2,0,230,-4,-4,-4,-4,1,1,2,2,131100,59,2,0,230,-4,-4,-4,-4,-4,0,2,1,-3,63,2,0,-4,-4,-4,-4,-4,1,2,2,1,55000,65,2,0
1,2004,4451,3,2,1990,5700,-4,-4,-4,-4,1,0,2,5,-2,44,2,2,5700,-4,-4,-4,-4,1,0,2,5,-2,46,2,2,5700,-4,-4,-4,-4,1,0,2,5,130400,49,2,2,5700,-4,-4,-4,-4,1,0,2,5,-2,51,2,2,5700,-4,-4,-4,-4,1,0,2,5,59840,53,2,2,5700,-4,-4,-4,-4,-4,0,2,5,58100,57,2,2,5700,-4,-4,-4,-4,1,0,1,5,60000,59,2,2
1,1992,4452,3,2,-4,5000,-4,-4,-4,-4,1,0,2,2,-2,43,2,0,5000,-4,-4,-4,-4,4,0,2,3,125000,45,2,0,5000,-4,-4,-4,-4,2,0,2,2,134100,48,2,0,5000,-4,-4,-4,-4,1,0,2,2,144200,50,2,0,5000,-4,-4,-4,-4,1,0,1,2,158020,52,2,0,5000,-4,-4,-4,-4,-4,0,2,2,150000,56,2,0,5000,-4,-4,-4,-4,4,0,2,2,175000,58,2,0
0,-4,4453,3,1,-4,-4,-4,-4,-4,-4,3,7,2,3,167000,51,2,1,-4,-4,-4,-4,-4,3,1,2,3,120000,53,2,1,3850,-4,-4,-4,-4,3,0,1,3,125214,56,2,1,3850,-4,-4,-4,-4,3,0,2,3,139246,57,2,1,6220,-4,-4,-4,-4,3,2,2,2,147605,59,2,0,6220,3920,3920,-4,-4,-4,-4,-4,2,95034,63,2,0,3920,6220,-4,-4,-4,3,0,2,2,191700,65,2,0
-4,-4,4454,3,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4455,3,2,1981,-4,-4,-4,-4,-4,4,0,2,2,77180,46,2,0,-4,-4,-4,-4,-4,4,0,2,2,77550,48,2,0,-4,-4,-4,-4,-4,4,0,2,2,70700,51,2,0,-4,-4,-4,-4,-4,4,0,2,2,60120,53,2,0,-4,-4,-4,-4,-4,4,0,2,2,70120,55,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,4456,3,2,1991,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4457,3,2,1990,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,4458,3,2,1986,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4459,3,2,-4,4230,4230,-4,-4,-4,1,0,1,1,15000,47,2,0,4230,-4,-4,-4,-4,1,0,2,1,22000,48,2,0,4230,4230,-4,-4,-4,1,0,2,1,-2,52,2,0,4230,4230,-4,-4,-4,1,0,2,1,-2,53,2,0,4230,4610,-4,-4,-4,4,3,2,1,6985,56,2,0,-4,-4,-4,-4,-4,-4,1,2,1,11832,59,2,0,-4,-4,-4,-4,-4,1,0,2,1,12996,61,2,0
-4,-4,4460,3,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,10,1400,1100,7120,4940,1,0,2,1,11000,53,2,0,2840,710,-4,-4,-4,1,0,2,3,116000,55,3,1,2840,4810,-4,-4,-4,1,0,2,2,82000,56,3,0,710,5000,-4,-4,-4,-4,0,2,2,66000,60,2,1,4760,710,-4,-4,-4,1,0,2,2,302000,62,2,1
0,-4,4461,3,1,1988,9750,7340,-4,-4,-4,4,7,2,1,12000,46,3,0,9750,-4,-4,-4,-4,4,3,2,1,19000,47,3,0,9750,-4,-4,-4,-4,1,0,1,1,24000,50,3,0,9750,-4,-4,-4,-4,4,6,2,1,23965,52,3,0,9750,-4,-4,-4,-4,4,0,1,1,28000,54,3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4462,2,1,1984,-4,-4,-4,-4,-4,1,1,2,1,19200,47,2,0,-4,-4,-4,-4,-4,1,0,2,1,10080,49,2,0,-4,-4,-4,-4,-4,1,3,2,1,20400,52,2,0,-4,-4,-4,-4,-4,1,9,1,1,10668,54,2,0,-4,-4,-4,-4,-4,1,1,2,3,21336,56,2,0,-4,-4,-4,-4,-4,-4,5,2,1,11280,60,2,0,-4,-4,-4,-4,-4,1,4,2,1,12000,62,2,0
-4,-4,4463,2,2,1975,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4230,-4,4040,-4,-4,4,0,1,1,24000,50,3,0,4230,4110,-4,-4,-4,3,0,2,2,-2,53,3,0,3630,-4,-4,-4,-4,3,0,2,1,32000,55,3,0,3630,-4,-4,-4,-4,3,0,1,2,-2,57,3,0,3630,-4,-4,-4,-4,-4,0,1,1,-3,61,3,0,-4,-4,-4,-4,-4,2,2,2,1,13800,63,3,0
0,-4,4464,2,2,1992,-4,-4,-4,-4,-4,1,2,2,2,11760,48,2,1,-4,-4,-4,-4,-4,1,3,2,2,7200,50,2,1,-4,-4,-4,-4,-4,1,2,2,2,7200,53,2,1,-4,-4,-4,-4,-4,1,2,2,1,23600,55,2,0,-4,-4,-4,-4,-4,1,3,2,2,20400,57,2,1,3600,-4,-4,-4,-4,-4,1,2,1,27660,61,2,0,3600,-4,-4,-4,-4,1,1,2,1,28000,63,2,0
0,-4,4465,3,2,1991,5700,5930,410,-4,-4,4,0,2,5,78500,45,2,3,5360,5930,-4,-4,-4,1,0,2,4,113100,47,2,2,5360,5930,-4,-4,-4,1,0,2,4,90000,49,2,2,5360,5930,-4,-4,-4,4,0,2,4,112380,52,2,2,5360,-4,-4,-4,-4,1,0,2,3,120636,54,2,1,5360,-4,-4,-4,-4,-4,0,2,3,73400,58,3,1,-4,-4,-4,-4,-4,1,0,2,3,74300,59,3,1
0,-4,4466,3,1,2009,910,-4,-4,-4,-4,1,1,2,2,131000,45,2,0,100,910,-4,-4,-4,1,0,2,3,114000,47,2,1,100,-4,-4,-4,-4,1,5,2,3,110000,49,2,1,100,-4,-4,-4,-4,3,2,2,3,197000,52,2,1,100,-4,-4,-4,-4,1,2,2,3,274000,54,2,1,5700,-4,-4,-4,-4,-4,1,2,3,240000,57,2,1,5700,-4,-4,-4,-4,1,0,2,3,370000,59,2,1
0,-4,4467,3,1,1988,-4,-4,-4,-4,-4,4,1,2,1,840,44,-3,0,-4,-4,-4,-4,-4,1,0,2,1,0,46,-3,0,-4,-4,-4,-4,-4,3,1,2,1,1800,49,4,0,5400,-4,-4,-4,-4,3,0,2,1,2000,51,3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4468,3,1,1987,7620,-4,-4,-4,-4,1,0,2,3,-2,49,2,1,7620,-4,-4,-4,-4,1,0,2,3,-2,51,2,1,7620,-4,-4,-4,-4,1,0,2,3,86000,53,2,1,7620,-4,-4,-4,-4,4,0,2,3,98000,56,2,1,7620,-4,-4,-4,-4,1,0,2,3,117000,58,2,1,7620,-4,-4,-4,-4,-4,9,2,3,113200,62,2,1,-4,-4,-4,-4,-4,1,2,2,2,-3,64,2,0
0,-4,4469,3,2,1982,2200,-4,-4,-4,-4,1,7,2,4,-2,46,2,0,-4,-4,-4,-4,-4,1,0,2,3,37920,48,2,0,-4,-4,-4,-4,-4,1,0,2,3,-2,51,2,0,-4,-4,-4,-4,-4,1,0,1,3,-2,53,2,0,-4,-4,-4,-4,-4,1,0,2,3,21600,55,2,0,-4,-4,-4,-4,-4,-4,0,2,2,21864,59,3,0,-4,-4,-4,-4,-4,1,0,2,3,50160,61,1,0
0,-4,4470,3,1,1994,430,-4,-4,-4,-4,4,0,1,3,153200,46,3,1,430,-4,-4,-4,-4,4,0,2,3,176600,47,2,1,430,-4,-4,-4,-4,4,0,2,2,185800,50,2,0,2000,-4,-4,-4,-4,4,0,2,2,199000,52,2,0,2000,-4,-4,-4,-4,4,0,2,2,236400,54,2,0,430,-4,-4,-4,-4,-4,0,1,2,161760,58,4,0,130,-4,-4,-4,-4,4,0,2,2,236200,60,2,0
0,-4,4471,3,1,1995,-4,-4,-4,-4,-4,1,0,1,4,265000,44,2,2,850,-4,-4,-4,-4,1,3,2,4,165000,46,2,2,850,-4,-4,-4,-4,1,0,2,4,243000,49,2,2,850,-4,-4,-4,-4,1,0,2,4,595986,51,2,2,850,-4,-4,-4,-4,1,0,2,4,302000,54,2,2,850,-4,-4,-4,-4,-4,-4,-4,3,803437,57,2,1,850,-4,-4,-4,-4,1,0,2,2,773981,59,2,0
0,-4,4472,3,2,-4,2140,-4,-4,-4,-4,1,0,2,1,46030,47,3,0,5930,-4,-4,-4,-4,1,0,2,1,47020,49,3,0,2140,-4,-4,-4,-4,1,2,2,1,58050,52,3,0,2140,-4,-4,-4,-4,1,0,2,1,50025,54,3,0,2140,-4,-4,-4,-4,1,0,2,1,56168,56,3,0,4230,-4,-4,-4,-4,-4,-4,-4,1,12750,60,3,0,4230,-4,-4,-4,-4,4,0,2,1,0,62,3,0
0,-4,4473,3,2,1985,230,-4,-4,-4,-4,1,10,2,3,31416,44,2,2,-4,-4,-4,-4,-4,1,0,2,3,21756,46,2,2,-4,-4,-4,-4,-4,1,2,2,3,16566,48,2,2,-4,-4,-4,-4,-4,1,1,1,3,-2,51,2,1,-4,-4,-4,-4,-4,1,5,2,2,-2,53,2,0,4230,-4,-4,-4,-4,-4,1,1,2,-3,57,3,0,4220,-4,-4,-4,-4,1,2,1,2,-3,59,3,0
0,-4,4474,3,2,1982,5000,5700,-4,-4,-4,3,2,2,2,21000,46,2,1,5000,-4,-4,-4,-4,3,2,2,2,23000,48,2,1,4760,5000,-4,-4,-4,3,7,2,1,15400,51,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5240,-4,-4,-4,-4,4,6,2,2,30016,55,2,0,5240,-4,-4,-4,-4,-4,-4,-4,2,-3,59,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4475,3,2,1981,-4,-4,-4,-4,-4,1,0,2,4,104000,50,2,1,-4,-4,-4,-4,-4,1,0,2,3,198800,52,2,1,-4,-4,-4,-4,-4,1,0,2,3,-2,55,2,1,-4,-4,-4,-4,-4,1,0,2,2,21000,57,2,0,-4,-4,-4,-4,-4,1,0,1,2,33600,58,2,0,-4,-4,-4,-4,-4,-4,0,2,2,36612,62,2,0,-4,-4,-4,-4,-4,1,0,2,2,45600,65,2,0
0,-4,4476,3,2,1978,4230,-4,-4,-4,-4,4,5,2,2,20000,47,3,0,4230,-4,-4,-4,-4,4,7,2,2,20252,49,3,0,4230,-4,-4,-4,-4,4,0,2,2,11000,52,3,0,-4,-4,-4,-4,-4,4,0,1,2,20328,54,3,0,-4,-4,-4,-4,-4,4,2,1,2,0,56,3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,4477,3,1,1985,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4478,3,2,1989,-4,-4,-4,-4,-4,4,1,2,3,52000,50,3,1,-4,-4,-4,-4,-4,4,0,1,2,-2,52,3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4479,3,2,1986,2330,230,-4,-4,-4,3,2,2,2,-1,49,2,0,230,2330,-4,-4,-4,4,0,2,2,-1,50,2,0,230,-4,-4,-4,-4,3,0,2,2,136400,53,2,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2310,-4,-4,-4,-4,3,0,2,1,82000,57,3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
0,-4,4480,2,1,-4,430,-4,-4,-4,-4,3,2,2,3,238200,47,2,1,430,-4,-4,-4,-4,4,0,2,3,264000,49,2,1,1550,-4,-4,-4,-4,3,0,2,2,497763,51,3,0,1430,-4,-4,-4,-4,1,3,2,2,297000,54,3,0,120,-4,-4,-4,-4,1,0,1,2,290000,55,3,0,-4,-4,-4,-4,-4,-4,1,1,2,6000,59,3,0,-4,-4,-4,-4,-4,3,0,2,2,10000,61,4,0
0,-4,4481,3,2,1980,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
