"PUBID","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH","CV_BIO_CHILD_HH"
1170,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5
1171,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2
1172,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-5,-4,-4,-4,-4,-5,-5
1173,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1174,-4,-4,-4,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1175,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4
1176,-4,-4,-4,-4,-4,-4,-4,-5,-5,0,-5,-5,-5,1,-5,-5,-5
1177,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-4,-4,-5,-5,1
1178,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4
1179,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,-5
1180,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-4,-4,-4,-5,-5,-5,-5
1181,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1182,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,1,1
1183,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4
1184,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,1,1
1185,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-5,-4,-4
1186,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1187,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1188,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1189,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1190,-4,-4,-4,-4,-5,-5,1,1,1,1,1,1,1,1,1,1,2
1191,-4,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0
1192,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1193,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-5,-4,-4,-4
1194,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,0
1195,-4,-4,-4,-4,-5,-5,-5,-4,-5,-4,1,1,0,0,0,0,0
1196,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,0,1,0,0
1197,-4,-5,-5,-5,-5,-5,-5,1,-5,-5,-5,1,1,1,-5,1,1
1198,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2
1199,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2
1200,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-5,-5,-4,-4,-4,-4,-4
1201,-4,-4,-4,-4,-5,-4,-4,1,0,3,1,2,-5,0,0,0,-5
1202,-4,-4,-5,-4,-4,0,1,1,1,1,1,1,1,1,1,1,1
1203,-4,-4,-4,-4,1,2,2,3,3,3,3,3,3,3,3,3,3
1204,-4,-4,-4,-4,-4,0,0,0,1,0,0,0,0,0,0,0,1
1205,-4,-4,1,1,-5,1,2,2,2,2,2,2,0,0,3,3,3
1206,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,2,2,2,2
1207,-4,-4,-4,-4,-4,-5,-5,1,1,2,0,3,0,1,1,1,1
1208,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0
1209,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,2,2
1210,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,-5,0,0,0,1,0
1211,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,2,0,2,2
1212,-4,-4,-4,-4,-4,1,1,1,2,3,3,3,3,3,3,4,4
1213,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1214,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1215,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1216,-4,-4,-4,-5,-4,-4,1,1,2,2,2,2,2,2,2,2,2
1217,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1218,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,-4,-4,-4
1219,-4,-4,-4,-5,-5,0,0,0,0,0,0,0,0,0,0,5,5
1220,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,0,1,1,2
1221,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5
1222,-4,-4,-4,-4,-4,0,0,0,1,0,0,0,0,0,0,0,0
1223,-4,-4,-4,-5,-5,1,1,1,1,1,1,1,1,1,1,1,2
1224,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1225,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1226,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1227,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1228,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2
1229,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1
1230,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-5,-5,-5
1231,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1232,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1233,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2
1234,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1235,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2
1236,-4,-4,-4,-4,-4,-5,-4,-5,-5,-5,-4,-4,-4,-5,-5,-5,-5
1237,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1
1238,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5
1239,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,2
1240,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1241,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1242,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1243,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5
1244,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1245,-4,-4,-5,-5,-4,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-5
1246,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1247,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1248,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5
1249,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2
1250,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-5
1251,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1252,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1253,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,3,3
1254,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2
1255,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1256,-4,-5,-5,-5,-5,-5,1,1,1,1,1,1,1,1,1,1,1
1257,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
1258,-4,-4,-4,-4,-4,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1259,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-5,-4,-5,-4
1260,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,1,0,0,0,0,0,0
1261,-4,-4,-4,-4,1,1,2,2,3,3,3,3,3,3,3,4,4
1262,-4,-4,-4,-4,-4,-4,-4,-5,-5,-4,1,1,-5,2,2,2,-5
1263,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5
1264,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,1,1
1265,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1266,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,2,2,2
1267,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1268,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4
1269,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1270,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,2,3
1271,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1272,-4,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0,0,0,0,0,0
1273,-4,-4,-4,-5,-4,-4,-4,-4,-5,-4,-5,-5,-4,-4,-5,-5,-5
1274,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1275,-4,-4,-4,-4,1,1,1,1,2,2,2,2,2,3,3,3,3
1276,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2,-5
1277,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1278,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1279,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1280,-4,-4,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-5,-5,-4
1281,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1282,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1283,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5
1284,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0
1285,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2,3
1286,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1287,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4
1288,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1289,-4,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
1290,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2
1291,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1292,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1293,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,1,-5,-5,-5,-5,-5,-5
1294,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1295,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5
1296,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1297,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1298,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2,2,2
1299,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1300,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1301,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1302,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2
1303,-4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4
1304,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,3,3
1305,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1
1306,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,2
1307,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1308,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1309,-4,-5,-4,-4,-4,-5,-5,-5,-5,-5,-4,-4,-5,-5,1,1,1
1310,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1311,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1
1312,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1313,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-5,-5
1314,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2
1315,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1316,-4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-5,-5,-5
1317,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1318,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1
1319,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1320,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-5
1321,-4,-4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1322,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,2,2,2
1323,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1324,-4,-4,-4,-5,-5,1,2,2,2,2,2,2,2,3,3,5,5
1325,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1326,-4,-4,-4,-4,-4,-4,-4,2,-5,2,2,2,3,3,3,3,3
1327,-4,-4,-4,-5,-5,-4,-5,-5,-5,-5,-5,-5,1,1,2,-5,-5
1328,-4,-4,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3
1329,-4,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,4
1330,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,1,1
1331,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1332,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1333,-4,-4,-4,-5,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1334,-4,-5,-5,-5,-5,-4,-4,-5,-5,-4,-4,-4,-4,-4,-4,-4,1
1335,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1336,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1337,-4,-4,-4,-4,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5
1338,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1339,-4,-5,-4,-5,-4,-4,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-5
1340,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1341,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1342,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2
1343,-4,-4,-4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1344,-4,-4,-4,-4,-4,1,1,1,2,2,2,2,2,2,2,2,2
1345,-4,-5,1,1,1,-5,-5,2,2,2,2,2,3,4,4,4,4
1346,-4,-5,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
1347,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1348,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1349,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,3
1350,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,1,1,1
1351,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1352,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2,2,2,2,-5,0
1353,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,2,2
1354,1,1,2,-5,3,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
1355,0,-5,-5,2,2,3,-5,3,-5,-5,-5,-5,-5,-5,-5,-5,-5
1356,-4,-4,-5,1,1,1,2,2,2,2,2,2,2,2,2,2,2
1357,-4,-4,-4,-4,-4,1,1,2,2,2,2,2,2,2,2,3,3
1358,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2,2,2,2,2
1359,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1360,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1
1361,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1362,-4,-4,0,0,1,1,2,2,2,2,2,2,2,2,2,2,1
1363,-4,-5,-5,-4,-4,1,-5,-5,-5,-5,-5,-5,1,1,1,1,1
1364,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2
1365,-4,-5,-4,-4,-5,-4,-4,-5,-5,-4,1,1,1,-5,-5,-5,-5
1366,-4,-4,-4,1,0,1,0,0,0,0,1,0,1,1,1,2,3
1367,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2
1368,-4,-4,-4,-4,1,1,1,1,1,1,1,1,1,1,1,1,1
1369,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-5,-5,-5,-4,-4
1370,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1371,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2
1372,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1373,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4
1374,-4,-4,1,1,2,3,3,0,0,0,0,0,2,2,2,2,2
1375,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,2,2,3
1376,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1377,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1378,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2
1379,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,3,3,3,3,4,4
1380,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1
1381,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1382,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0
1383,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4
1384,-4,-4,-4,-4,-4,-4,1,1,3,3,3,3,3,3,3,3,3
1385,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1386,-4,-5,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3
1387,-4,-4,1,1,1,2,2,2,3,4,4,4,5,5,5,5,5
1388,-4,1,1,1,1,2,2,3,3,4,5,5,5,6,6,7,7
1389,1,-5,2,-5,2,2,2,3,-5,3,2,3,-5,-5,-5,-5,-5
1390,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1391,-4,-4,-4,-5,-5,-5,-5,-5,1,-5,1,-5,0,0,-5,-5,-5
1392,-4,-4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3
1393,-4,-4,-4,1,1,1,1,-5,2,2,2,2,2,2,2,2,2
1394,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2
1395,-4,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,-5,-5,-5,-5
1396,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,-5,-5,0,0,-5
1397,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-5,-4,-4,-4,-4,-4
1398,1,0,1,1,-3,2,4,-5,1,1,2,1,-5,6,1,2,4
1399,-4,-4,-4,-4,-4,-4,-4,-4,1,2,2,2,2,2,2,2,2
1400,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1401,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0
1402,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,1,1,1,2,3
1403,-4,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-5,-4,-4,-4,-4,-4
1404,-4,-5,-5,-5,-4,-5,-4,-5,-5,-4,-5,-5,-5,-5,-5,-5,-5
1405,-4,-4,-4,-5,-5,-5,0,0,-5,1,-5,1,1,-5,-5,-5,2
1406,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1407,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1408,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1409,-4,-5,-5,-5,-5,-4,-4,-4,1,0,0,0,0,0,0,-5,-5
1410,1,1,1,1,1,3,3,4,4,4,4,4,4,4,4,4,3
1411,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,2,2,2
1412,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1
1413,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1414,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1415,-4,-5,-5,-5,1,1,1,1,1,1,1,1,2,2,3,3,3
1416,-4,-4,-4,-4,1,1,1,1,1,1,1,1,1,1,2,2,2
1417,-4,-4,-4,-4,-4,-5,-4,-5,-4,-4,-4,-5,-4,-5,-5,-5,-5
1418,-4,-4,-4,-4,-4,-4,1,1,1,2,2,2,2,3,3,3,4
1419,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,2,2
1420,-4,-4,-4,-4,-4,1,1,1,-5,-5,-5,1,1,1,-5,-5,-5
1421,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1422,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1423,-4,-4,-4,-4,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5
1424,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,1,1,1
1425,-4,-4,-4,-4,0,0,0,0,0,1,0,1,1,0,0,0,0
1426,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,0
1427,-4,-4,-4,-4,-4,-4,1,2,3,4,4,5,5,5,5,5,6
1428,-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
1429,-4,-5,-4,-5,-4,-4,-4,-4,-4,1,1,1,1,2,2,2,3
1430,-4,-4,-4,-5,-4,-4,-4,-4,-4,-4,-4,-5,-4,-4,-4,-4,2
1431,-4,-4,-5,-5,-4,-4,-5,-5,1,2,2,2,2,2,2,3,3
1432,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5
1433,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5
1434,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,-5,-5
1435,-4,-4,-4,-4,0,0,0,0,0,0,0,0,1,0,0,0,0
1436,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1
1437,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2
1438,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
1439,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-5,0
1440,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
1441,-4,-4,-5,-4,-4,-4,-4,-4,0,1,1,1,1,1,1,2,1
1442,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2
